,shared_url,media_id,text,n_likes,n_replies,total,url_id
0,http://chng.it/6FQKFDHkLS,2.45551025495778e+18,@lenynacarrasco  http://chng.it/6FQKFDHkLS,2044.0,,2044.0,instagram_comments_dec_0
1,http://chng.it/6FQKFDHkLS,2.45551025495778e+18,@_.pl3tor1co._  http://chng.it/6FQKFDHkLS,705.0,,705.0,instagram_comments_dec_1
2,http://chng.it/cRRfCKcsbm,2.45551025495778e+18,@samurai_maca http://chng.it/cRRfCKcsbm,537.0,,537.0,instagram_comments_dec_2
3,http://chng.it/6FQKFDHkLS,2.45551025495778e+18,@__senpaaii_ http://chng.it/6FQKFDHkLS,430.0,,430.0,instagram_comments_dec_3
4,http://chng.it/6FQKFDHkLS,2.45551025495778e+18,@elmuerto_inactivo http://chng.it/6FQKFDHkLS,372.0,,372.0,instagram_comments_dec_4
5,http://chng.it/6FQKFDHkLS,2.45551025495778e+18,@nicovarelav http://chng.it/6FQKFDHkLS,43.0,,43.0,instagram_comments_dec_5
6,http://chng.it/Wm4RT59RH8,2.45551025495778e+18,@emiliaaaaaaa.yf http://chng.it/Wm4RT59RH8,29.0,,29.0,instagram_comments_dec_6
7,http://chng.it/6FQKFDHkLS,2.45551025495778e+18,@emiliaaaaaaa.yf http://chng.it/6FQKFDHkLS,29.0,,29.0,instagram_comments_dec_7
8,http://chng.it/G6gf5Hm4G7,2.45551025495778e+18,@fuckingmaaatrix http://chng.it/G6gf5Hm4G7,27.0,,27.0,instagram_comments_dec_8
9,http://chng.it/G6gf5Hm4G7,2.45551025495778e+18,@fuckingmaaatrix http://chng.it/G6gf5Hm4G7,27.0,,27.0,instagram_comments_dec_9
10,http://chng.it/G6gf5Hm4G7,2.45551025495778e+18,@fuckingmaaatrix http://chng.it/G6gf5Hm4G7,27.0,,27.0,instagram_comments_dec_10
11,http://chng.it/464bGwv77r,2.45551025495778e+18,@_.cris_xd  http://chng.it/464bGwv77r,25.0,,25.0,instagram_comments_dec_11
12,http://chng.it/464bGwv77r,2.45551025495778e+18,@_.cris_xd  http://chng.it/464bGwv77r,25.0,,25.0,instagram_comments_dec_12
13,https://www.dailymail.co.uk/tvshowbiz/article-9047223/TALK-TOWN-Amber-Heard-25k-time-public-speaker.html,2.475209323175212e+18,@blueorchids1 https://www.dailymail.co.uk/tvshowbiz/article-9047223/TALK-TOWN-Amber-Heard-25k-time-public-speaker.html,23.0,,23.0,instagram_comments_dec_13
14,http://chng.it/t4ppQZdC,2.45551025495778e+18,@l0ur_s_a_n http://chng.it/t4ppQZdC,21.0,,21.0,instagram_comments_dec_14
15,http://chng.it/t4ppQZdC,2.45551025495778e+18,@abysssus http://chng.it/t4ppQZdC,20.0,,20.0,instagram_comments_dec_15
16,http://chng.it/t4ppQZdC,2.45551025495778e+18,@idk.lemasters http://chng.it/t4ppQZdC,18.0,,18.0,instagram_comments_dec_16
17,https://images.app.goo.gl/iWXssPz56qnNWbiz5,2.462245325446622e+18,@mareeoo10 https://images.app.goo.gl/iWXssPz56qnNWbiz5  real!!!!,17.0,,17.0,instagram_comments_dec_17
18,http://chng.it/d4wSkC9HZs,2.45551025495778e+18,@juli.bustoos Link para sacar a amber Heard de Aquaman 2: http://chng.it/d4wSkC9HZs,14.0,,14.0,instagram_comments_dec_18
19,https://www.dailymail.co.uk/news/article-7053927/Johnny-Depp-accuses-Amber-Heard-severing-finger-hurling-bottle-vodka-him.html,2.4641647192690893e+18,"@xallhailthepugofdoomx https://www.dailymail.co.uk/news/article-7053927/Johnny-Depp-accuses-Amber-Heard-severing-finger-hurling-bottle-vodka-him.html

Johnny Depp accuses Amber Heard of severing his finger by hurling a bottle of vodka at him when 'asked to sign a post-nuptial agreement in attack that resulted in actor contracting MRSA three times and nearly losing his life' 

I’m not even going to ‘argue’ with you anymore because I have no idea what is true or false anymore, fair enough though if that article is indeed true then Depp is 100% in the wrong in that case.",10.0,,10.0,instagram_comments_dec_19
20,"https://www.gamerant.com/johnny-depp-ecstasy-uk-trial/amp/......""Testimony",2.4641647192690893e+18,"@arc.ieb https://www.gamerant.com/johnny-depp-ecstasy-uk-trial/amp/......""Testimony provided during the U.K. court case covering Depp's libel case against British tabloid The Sun reveals the actor consumed eight ecstasy pills one night during production on the fifth Pirates film, according to The Hollywood Reporter. The actor reportedly embarked on what the outlet describes as a ""campaign of terror"" against his ex-wife Amber Heard that concluded with the tip of his finger being sliced off.""",10.0,,10.0,instagram_comments_dec_20
21,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,LINK DE LA PETICIÓN 👉 https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,9.0,0.0,9.0,instagram_comments_dec_21
22,http://chng.it/d4wSkC9HZs,2.45551025495778e+18,@bastian1314_2007 Link para sacar a amber Heard de Aquaman 2: http://chng.it/d4wSkC9HZs,9.0,,9.0,instagram_comments_dec_22
23,http://chng.it/cRRfCKcsbm,2.45551025495778e+18,@fuckingmaaatrix http://chng.it/cRRfCKcsbm,8.0,,8.0,instagram_comments_dec_23
24,http://chng.it/cRRfCKcsbm,2.45551025495778e+18,@fuckingmaaatrix http://chng.it/cRRfCKcsbm,8.0,,8.0,instagram_comments_dec_24
25,http://chng.it/d4wSkC9HZs,2.45551025495778e+18,@sarafigueroae Link para sacar a amber Heard de Aquaman 2: http://chng.it/d4wSkC9HZs,8.0,,8.0,instagram_comments_dec_25
26,http://chng.it/cRRfCKcsbm,2.45551025495778e+18,@fuckingmaaatrix http://chng.it/cRRfCKcsbm,8.0,,8.0,instagram_comments_dec_26
27,http://chng.it/Tx29y72h7Y,2.45551025495778e+18,@hrveycore http://chng.it/Tx29y72h7Y,8.0,,8.0,instagram_comments_dec_27
28,http://chng.it/Tx29y72h7Y,2.45551025495778e+18,@hrveycore http://chng.it/Tx29y72h7Y,8.0,,8.0,instagram_comments_dec_28
29,http://chng.it/Tx29y72h7Y,2.45551025495778e+18,@hrveycore http://chng.it/Tx29y72h7Y,8.0,,8.0,instagram_comments_dec_29
30,http://chng.it/nKV7d9x5bK,2.45551025495778e+18,@_.sn.bida._ http://chng.it/nKV7d9x5bK,7.0,,7.0,instagram_comments_dec_30
31,http://chng.it/nKV7d9x5bK,2.45551025495778e+18,@_.sn.bida._ http://chng.it/nKV7d9x5bK,7.0,,7.0,instagram_comments_dec_31
32,http://chng.it/nKV7d9x5bK,2.45551025495778e+18,@_.sn.bida._ http://chng.it/nKV7d9x5bK,7.0,,7.0,instagram_comments_dec_32
33,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@kevinbastianantonio http://chng.it/DT7NQwK8kG,7.0,,7.0,instagram_comments_dec_33
34,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@vicentepoblete14sg http://chng.it/DT7NQwK8kG,6.0,,6.0,instagram_comments_dec_34
35,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2?signed=true,2.454194348917613e+18,@inx_lin https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2?signed=true,6.0,,6.0,instagram_comments_dec_35
36,http://chng.it/d4wSkC9HZs,2.45551025495778e+18,@nya_y_stballer Link para sacar a amber Heard de Aquaman 2: http://chng.it/d4wSkC9HZs,5.0,,5.0,instagram_comments_dec_36
37,http://chng.it/XRfnQzpVXY,2.45551025495778e+18,http://chng.it/XRfnQzpVXY,5.0,,5.0,instagram_comments_dec_37
38,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@_marco_cherry http://chng.it/DT7NQwK8kG,5.0,,5.0,instagram_comments_dec_38
39,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@_jorgeprietom http://chng.it/DT7NQwK8kG,5.0,,5.0,instagram_comments_dec_39
40,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@nya_y_stballer http://chng.it/DT7NQwK8kG,5.0,,5.0,instagram_comments_dec_40
41,http://chng.it/XRfnQzpVXY,2.45551025495778e+18,http://chng.it/XRfnQzpVXY,5.0,,5.0,instagram_comments_dec_41
42,http://chng.it/XRfnQzpVXY,2.45551025495778e+18,http://chng.it/XRfnQzpVXY,5.0,,5.0,instagram_comments_dec_42
43,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.460758767537802e+18,#justiceforjohnnydepp https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,5.0,0.0,5.0,instagram_comments_dec_43
44,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.453186700661121e+18,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,1.0,4.0,5.0,instagram_comments_dec_44
45,http://chng.it/6mQrjqdMDd,2.45551025495778e+18,aquí está el link http://chng.it/6mQrjqdMDd,3.0,2.0,5.0,instagram_comments_dec_45
46,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,@fuckingmaaatrix https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,4.0,,4.0,instagram_comments_dec_46
47,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,@fuckingmaaatrix https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,4.0,,4.0,instagram_comments_dec_47
48,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,@fuckingmaaatrix https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,4.0,,4.0,instagram_comments_dec_48
49,https://www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,2.466995560887255e+18,#justiceforjohnnydepp https://www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,4.0,0.0,4.0,instagram_comments_dec_49
50,www.nrc.no,2.45551025495778e+18,"Imagehttps://www.nrc.no › reportsPDF
Access to Tazkera Afghanistan - NRC

the position of the European Union or the Swedish government. ... 2.1 Personal Identification",2.0,2.0,4.0,instagram_comments_dec_50
51,https://www.deadcuts.com/single-post/update-from-mark-keds-in-the-sidney-street-bunker,2.4425307752983204e+18,https://www.deadcuts.com/single-post/update-from-mark-keds-in-the-sidney-street-bunker,4.0,0.0,4.0,instagram_comments_dec_51
52,http://chng.it/d4wSkC9HZs,2.45551025495778e+18,@cajitas.con.amor_talca Link para sacar a amber Heard de Aquaman 2: http://chng.it/d4wSkC9HZs,4.0,,4.0,instagram_comments_dec_52
53,https://www.change.org/p/the-people-warner-bros-bring-johnny-depp-back-as-gellert-grindelwald,2.468564169674257e+18,#justiceforjohnnydepp https://www.change.org/p/the-people-warner-bros-bring-johnny-depp-back-as-gellert-grindelwald,4.0,0.0,4.0,instagram_comments_dec_53
54,http://chng.it/t678nfWmX6,2.45551025495778e+18,"pongan en google : remove amber heard y les sale de los primeros 

http://chng.it/t678nfWmX6",4.0,,4.0,instagram_comments_dec_54
55,http://chng.it/t678nfWmX6,2.45551025495778e+18,"pongan en google : remove amber heard y les sale de los primeros 

http://chng.it/t678nfWmX6",4.0,,4.0,instagram_comments_dec_55
56,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@_.visho.o._ http://chng.it/DT7NQwK8kG,4.0,,4.0,instagram_comments_dec_56
57,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,3.0,0.0,3.0,instagram_comments_dec_57
58,https://www.change.org/p/the-people-warner-bros-bring-johnny-depp-back-as-gellert-grindelwald,2.453996280545245e+18,https://www.change.org/p/the-people-warner-bros-bring-johnny-depp-back-as-gellert-grindelwald,3.0,0.0,3.0,instagram_comments_dec_58
59,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,Link para firmar: https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.0,1.0,3.0,instagram_comments_dec_59
60,https://www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,2.466889754726317e+18,#justiceforjohnnydepp https://www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,3.0,0.0,3.0,instagram_comments_dec_60
61,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@valebiebs_ http://chng.it/DT7NQwK8kG,3.0,,3.0,instagram_comments_dec_61
62,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,@__senpaaii_  https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,3.0,,3.0,instagram_comments_dec_62
63,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@renaleonorr http://chng.it/DT7NQwK8kG,3.0,,3.0,instagram_comments_dec_63
64,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,@__senpaaii_  https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,3.0,,3.0,instagram_comments_dec_64
65,https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2.45551025495778e+18,@__senpaaii_  https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,3.0,,3.0,instagram_comments_dec_65
66,http://chng.it/DT7NQwK8kG,2.45551025495778e+18,@bxchxlxcx_2004 http://chng.it/DT7NQwK8kG,3.0,,3.0,instagram_comments_dec_66
67,https://www.amazon.com/gp/product/B08L9RNVBR/ref=cx_skuctr_share?smid=A2EQDMR76UXQ9,2.4604075766965376e+18,"Hello, 

Hope everyhing is fine at your side. First of all apologies to disturb you. We are a seller at Amazon US and just wanted to share if you maybe interested with this sterling silver tiny multicolor evil eye bracelet.

I just listed: 925 Sterling Silver Evil Eye Bracelet, Multicolor Dainty Evil Eye Bracelet Sterling Silver, for $17.99 via @amazon  https://www.amazon.com/gp/product/B08L9RNVBR/ref=cx_skuctr_share?smid=A2EQDMR76UXQ9

Thank you for your understanding and for your time on reading this.

All the best, stay safe and healthy.🙏

HoneyWinter",1.0,2.0,3.0,instagram_comments_dec_67
68,http://chng.it/d4wSkC9HZs,2.45551025495778e+18,@its.matiii._ Link para sacar a amber Heard de Aquaman 2: http://chng.it/d4wSkC9HZs,3.0,,3.0,instagram_comments_dec_68
